Name,Type,County,Official_URL,ID,Vendor,API_Endpoint,Scrape_Target
Redmond,City,King,https://www.redmond.gov/,redmond,Legistar,https://webapi.legistar.com/v1/redmond/events,https://webapi.legistar.com/v1/redmond/events
Renton,City,King,https://www.rentonwa.gov/,renton,Granicus,https://www.rentonwa.gov/home,https://www.rentonwa.gov/home
Republic,City,Ferry,https://www.cityofrepublic.org/,republic,Custom/Unknown,https://www.cityofrepublic.org/,https://www.cityofrepublic.org/meeting-minutes-agendas
Richland,City,Benton,https://www.ci.richland.wa.us/,richland,Custom/Unknown,https://www.ci.richland.wa.us/,Manual Review Required
Ridgefield,City,Clark,https://ridgefieldwa.us/,ridgefield,CivicPlus/CivicWeb,https://ridgefieldwa.us/,https://ridgefieldwa.us/
Ritzville,City,Adams,https://www.cityofritzville.com/,ritzville,Custom/Unknown,https://www.cityofritzville.com/,https://www.cityofritzville.com/minutes-agendas
Riverside,City,Okanogan,,riverside,Unknown,None,None
Rock Island,City,Douglas,https://www.rockislandwa.gov/,rockisland,Custom/Unknown,https://www.rockislandwa.gov/,Manual Review Required
Rockford,City,Spokane,https://www.rockfordwa.com/,rockford,Custom/Unknown,https://www.rockfordwa.com/,https://www.rockfordwa.com/mayor-council.html
Rosalia,City,Whitman,https://townofrosalia.net/,rosalia,Custom/Unknown,https://townofrosalia.net/,https://townofrosalia.net/2026/03/28/capital-improvements-workshop-council-meeting/
Roslyn,City,Kittitas,https://www.ci.roslyn.wa.us/,roslyn,Custom/Unknown,https://www.ci.roslyn.wa.us/,https://www.ci.roslyn.wa.us/mayor-city-council
Roy,City,Pierce,https://cityofroywa.us/,roy,Unreachable,https://cityofroywa.us/,None
Royal City,City,Grant,https://www.royalcitywa.org/,royalcity,Custom/Unknown,https://www.royalcitywa.org/,https://www.royalcitywa.org/council-agenda-and-minutes
Ruston,City,Pierce,https://www.rustonwa.org/,ruston,Custom/Unknown,https://www.rustonwa.org/,https://www.rustonwa.org/planning-commission-meeting-agendas/
Sammamish,City,King,https://www.sammamish.us/,sammamish,Custom/Unknown,https://www.sammamish.us/,https://www.sammamish.us/government/commissions/
SeaTac,City,King,https://www.seatacwa.gov/,seatac,Custom/Unknown,https://www.seatacwa.gov/,Manual Review Required
Seattle,City,King,https://www.seattle.gov/,seattle,Legistar,https://webapi.legistar.com/v1/seattle/events,https://webapi.legistar.com/v1/seattle/events
Sedro-Woolley,City,Skagit,https://www.sedro-woolley.gov/,sedrowoolley,Custom/Unknown,https://www.sedro-woolley.gov/,https://www.sedro-woolley.gov/governing_bodies/city_council/archived_meetings.php
Selah,City,Yakima,https://selahwa.gov,selah,CivicPlus/CivicWeb,https://selahwa.gov/,https://selahwa.gov/
Sequim,City,Clallam,https://www.sequimwa.gov/,sequim,CivicPlus/CivicWeb,https://www.sequimwa.gov/,https://www.sequimwa.gov/
Shelton,City,Mason,https://www.sheltonwa.gov/,shelton,Custom/Unknown,https://www.sheltonwa.gov/,https://www.sheltonwa.gov/government/city_council/meeting_agendas_packets_minutes_and_videos_2016_2022.php
Shoreline,City,King,https://www.shorelinewa.gov/,shoreline,Custom/Unknown,https://www.shorelinewa.gov/,Manual Review Required
Skykomish,City,King,https://skykomishwa.gov/,skykomish,Custom/Unknown,https://skykomishwa.gov/,https://skykomishwa.gov/bulletin-board
Snohomish,City,Snohomish,https://www.snohomishwa.gov/,snohomish,Legistar,https://webapi.legistar.com/v1/snohomish/events,https://webapi.legistar.com/v1/snohomish/events
Snoqualmie,City,King,https://www.snoqualmiewa.gov/,snoqualmie,CivicPlus/CivicWeb,https://www.snoqualmiewa.gov/,https://www.snoqualmiewa.gov/
Soap Lake,City,Grant,https://www.soaplakewa.gov,soaplake,Custom/Unknown,https://www.soaplakewa.gov,https://www.soaplakewa.gov/council-live
South Bend,City,Pacific,https://southbend-wa.gov/,southbend,Custom/Unknown,https://southbend-wa.gov/,https://southbend-wa.gov/city-government/city-council/
South Cle Elum,City,Kittitas,,southcleelum,Unknown,None,None
South Prairie,City,Pierce,https://www.townofsp.com/,southprairie,Custom/Unknown,https://www.townofsp.com/,https://www.townofsp.com/file-share
Spangle,City,Spokane,,spangle,Unknown,None,None
Spokane,City,Spokane,https://my.spokanecity.org/,spokane,Custom/Unknown,https://my.spokanecity.org/,https://my.spokanecity.org/news/stories/2026/04/15/city-council-changes-monday-meetings-to-wednesday/
Spokane Valley,City,Spokane,https://www.spokanevalleywa.gov/,spokanevalley,CivicPlus/CivicWeb,https://www.spokanevalleywa.gov/,https://www.spokanevalleywa.gov/
Sprague,City,Lincoln,https://sprague-wa.us/,sprague,Custom/Unknown,https://sprague-wa.us/,Manual Review Required
Springdale,City,Stevens,,springdale,Unknown,None,None
St. John,City,Whitman,https://www.stjohnwa.com/,stjohn,Custom/Unknown,https://www.stjohnwa.com/,Manual Review Required
Stanwood,City,Snohomish,https://stanwoodwa.org/,stanwood,CivicPlus/CivicWeb,https://stanwoodwa.org/,https://stanwoodwa.org/
Starbuck,City,Columbia,,starbuck,Unknown,None,None
Steilacoom,City,Pierce,https://townofsteilacoom.org/,steilacoom,CivicPlus/CivicWeb,https://townofsteilacoom.org/,https://townofsteilacoom.org/
Stevenson,City,Skamania,https://www.ci.stevenson.wa.us/,stevenson,Unreachable,https://www.ci.stevenson.wa.us/,None
Sultan,City,Snohomish,https://www.sultanwa.gov/,sultan,CivicPlus/CivicWeb,https://www.sultanwa.gov/,https://www.sultanwa.gov/
Sumas,City,Whatcom,https://www.cityofsumas.com/,sumas,MuniCode,https://www.cityofsumas.com/,https://www.cityofsumas.com/
Sumner,City,Pierce,https://sumnerwa.gov/,sumner,Custom/Unknown,https://sumnerwa.gov/,https://sumnerwa.gov/council/agendas-minutes-videos/
Sunnyside,City,Yakima,https://www.sunnyside-wa.gov/,sunnyside,CivicPlus/CivicWeb,https://www.sunnyside-wa.gov/,https://www.sunnyside-wa.gov/
Tacoma,City,Pierce,https://tacoma.gov/,tacoma,Legistar,https://webapi.legistar.com/v1/cityoftacoma/events,https://webapi.legistar.com/v1/cityoftacoma/events
Tekoa,City,Whitman,https://www.tekoawa.com/,tekoa,Custom/Unknown,https://www.tekoawa.com/,https://www.tekoawa.com/council-meetings
Tenino,City,Thurston,https://www.cityoftenino.us/,tenino,Custom/Unknown,https://www.cityoftenino.us/,Manual Review Required
Tieton,City,Yakima,https://www.cityoftieton.gov/,tieton,Custom/Unknown,https://www.cityoftieton.gov/,Manual Review Required
Toledo,City,Lewis,https://toledowa.us/,toledo,CivicPlus/CivicWeb,https://www.toledowa.us,https://www.toledowa.us
Tonasket,City,Okanogan,https://www.tonasketwa.gov/,tonasket,Custom/Unknown,https://www.tonasketwa.gov/,Manual Review Required
Toppenish,City,Yakima,https://www.toppenish.gov/,toppenish,Custom/Unknown,https://www.toppenish.gov/,Manual Review Required
Tukwila,City,King,https://www.tukwilawa.gov/,tukwila,Custom/Unknown,https://www.tukwilawa.gov/,http://www.tukwilawa.gov/departments/mayors-office/boards-and-commissions/
Tumwater,City,Thurston,https://www.ci.tumwater.wa.us/,tumwater,Custom/Unknown,https://www.ci.tumwater.wa.us/,Manual Review Required
Twisp,City,Okanogan,https://www.townoftwisp.com/,twisp,Custom/Unknown,https://www.townoftwisp.com/,https://www.townoftwisp.com/government/boards_commissions.php
Union Gap,City,Yakima,https://uniongapwa.gov/,uniongap,MuniCode,https://uniongapwa.gov/,https://uniongapwa.gov/
Uniontown,City,Whitman,https://uniontownwa.org/,uniontown,Custom/Unknown,https://uniontownwa.org/,https://uniontownwa.org/town-hall/mayor-town-council/
University Place,City,Pierce,https://www.cityofup.com/,universityplace,CivicPlus/CivicWeb,https://www.cityofup.com/,https://www.cityofup.com/
Vader,City,Lewis,https://www.vaderwa.org/,vader,MuniCode,https://www.vaderwa.org/,https://www.vaderwa.org/
Vancouver,City,Clark,https://www.cityofvancouver.us/,vancouver,Custom/Unknown,https://www.cityofvancouver.us/,https://www.cityofvancouver.us/government/mayor-and-city-council/meetings-agendas-minutes/
Waitsburg,City,Walla Walla,https://www.cityofwaitsburg.com/,waitsburg,Custom/Unknown,https://www.cityofwaitsburg.com/,Manual Review Required
Walla Walla,City,Walla Walla,https://www.wallawallawa.gov/,wallawalla,Custom/Unknown,https://www.wallawallawa.gov/,Manual Review Required
Wapato,City,Yakima,https://wapato-city.org/,wapato,Custom/Unknown,https://wapato-city.org/,https://wapato-city.org/city_council/agendas___minutes.php
Warden,City,Grant,https://cityofwarden.org/,warden,Custom/Unknown,https://cityofwarden.org/,https://cityofwarden.org/meeting-agendas-and-minutes
Washougal,City,Clark,https://www.cityofwashougal.us/,washougal,CivicPlus/CivicWeb,https://www.cityofwashougal.us/,https://www.cityofwashougal.us/
Washtucna,City,Adams,https://washtucna.org/,washtucna,Custom/Unknown,https://washtucna.org/,Manual Review Required
Waterville,City,Douglas,https://www.watervillewa.com/,waterville,Custom/Unknown,https://www.watervillewa.com/,Manual Review Required
Waverly,City,Spokane,,waverly,Unknown,None,None
Wenatchee,City,Chelan,https://www.wenatcheewa.gov/,wenatchee,Custom/Unknown,https://www.wenatcheewa.gov/,Manual Review Required
West Richland,City,Benton,https://www.westrichland.org/,westrichland,CivicPlus/CivicWeb,https://www.westrichland.org/,https://www.westrichland.org/
Westport,City,Grays Harbor,https://www.ci.westport.wa.us/,westport,Custom/Unknown,https://www.ci.westport.wa.us/,https://www.ci.westport.wa.us/government/boards___commissions/index.php
White Salmon,City,Klickitat,https://www.whitesalmonwa.gov/,whitesalmon,Unreachable,https://www.whitesalmonwa.gov/,None
Wilbur,City,Lincoln,https://www.wilburwa.gov/,wilbur,CivicPlus/CivicWeb,https://www.wilburwa.gov/,https://www.wilburwa.gov/
Wilkeson,City,Pierce,https://www.townofwilkeson.com/,wilkeson,Custom/Unknown,https://www.townofwilkeson.com/,https://www.townofwilkeson.com/general-9
Wilson Creek,City,Grant,http://www.wilsoncreekwa.com/,wilsoncreek,Custom/Unknown,http://www.wilsoncreekwa.com/,http://www.wilsoncreekwa.com/council/council-meetings-agendas-minutes/
Winlock,City,Lewis,https://cityofwinlock.com/,winlock,CivicPlus/CivicWeb,https://www.cityofwinlock.com,https://www.cityofwinlock.com
Winthrop,City,Okanogan,http://www.townofwinthrop.com/,winthrop,Custom/Unknown,http://www.townofwinthrop.com/,http://www.townofwinthrop.com/towncouncil.html
Woodinville,City,King,https://www.ci.woodinville.wa.us/,woodinville,CivicPlus/CivicWeb,https://www.woodinville.gov/,https://www.woodinville.gov/
Woodland,City,Cowlitz/Clark,https://www.ci.woodland.wa.us/,woodland,Custom/Unknown,https://www.ci.woodland.wa.us/,Manual Review Required
Woodway,City,Snohomish,https://www.townofwoodway.com/,woodway,Custom/Unknown,https://www.townofwoodway.com/,https://www.townofwoodway.com/your_government/council_agendas_and_minutes.php# 
Yacolt,City,Clark,https://www.townofyacolt.com/,yacolt,Unreachable,https://www.townofyacolt.com/,None
Yakima,City,Yakima,https://www.yakimawa.gov/,yakima,Custom/Unknown,https://www.yakimawa.gov/,https://www.yakimawa.gov/council/agendas-and-minutes/
Yarrow Point,City,King,https://yarrowpointwa.gov/,yarrowpoint,Custom/Unknown,https://yarrowpointwa.gov/,https://yarrowpointwa.gov/boards-commissions/
Yelm,City,Thurston,https://www.yelmwa.gov/,yelm,Custom/Unknown,https://www.yelmwa.gov/,https://www.yelmwa.gov/government/city_council/agendas_minutes.php
Zillah,City,Yakima,https://www.cityofzillah.us/,zillah,Custom/Unknown,https://www.cityofzillah.us/,https://www.cityofzillah.us/government/council_agendas___minutes.php
Asotin County,County,Asotin County,https://www.asotincountywa.gov/,asotincounty,CivicPlus/CivicWeb,https://www.asotincountywa.gov/,https://www.asotincountywa.gov/
Benton County,County,Benton County,https://www.bentoncountywa.gov/,bentoncounty,Custom/Unknown,https://www.bentoncountywa.gov/,https://www.bentoncountywa.gov/government/agendas_minutes/board_of_adjustment.php
Chelan County,County,Chelan County,https://www.co.chelan.wa.us/,chelancounty,Custom/Unknown,https://www.co.chelan.wa.us/,https://www.co.chelan.wa.us/board-of-commissioners/pages/document-and-record-search
Clallam County,County,Clallam County,https://www.clallamcountywa.gov/,clallamcounty,CivicPlus/CivicWeb,https://www.clallamcountywa.gov/,https://www.clallamcountywa.gov/
Clark County,County,Clark County,https://clark.wa.gov/,clarkcounty,Custom/Unknown,https://clark.wa.gov/,https://clark.wa.gov/councilors/clark-county-council-meetings
Columbia County,County,Columbia County,https://www.columbiaco.com/,columbiacounty,CivicPlus/CivicWeb,https://www.columbiaco.com/,https://www.columbiaco.com/
Cowlitz County,County,Cowlitz County,https://www.co.cowlitz.wa.us/,cowlitzcounty,CivicPlus/CivicWeb,https://www.co.cowlitz.wa.us/,https://www.co.cowlitz.wa.us/
Douglas County,County,Douglas County,https://www.douglascountywa.net/,douglascounty,CivicPlus/CivicWeb,https://www.douglascountywa.gov/,https://www.douglascountywa.gov/
Ferry County,County,Ferry County,https://www.ferry-county.com/,ferrycounty,Custom/Unknown,https://www.ferry-county.com/,https://www.ferry-county.com/government/board_of_commissioners/index.php
Franklin County,County,Franklin County,https://www.franklincountywa.gov/,franklincounty,CivicPlus/CivicWeb,https://www.franklincountywa.gov/,https://www.franklincountywa.gov/
Adams County,County,Adams County,https://www.co.adams.wa.gov/,adamscounty,CivicPlus/CivicWeb,https://www.co.adams.wa.gov/,https://www.co.adams.wa.gov/
Wahkiakum County,County,Wahkiakum County,https://www.co.wahkiakum.wa.us/,wahkiakumcounty,CivicPlus/CivicWeb,https://www.co.wahkiakum.wa.us/,https://www.co.wahkiakum.wa.us/
Garfield County,County,Garfield County,https://www.garfieldcountywa.gov/,garfieldcounty,Custom/Unknown,https://www.garfieldcountywa.gov/,Manual Review Required
Grays Harbor County,County,Grays Harbor County,https://www.graysharbor.us/,graysharborcounty,MuniCode,https://www.graysharbor.us/,https://www.graysharbor.us/
Island County,County,Island County,https://www.islandcountywa.gov/,islandcounty,CivicPlus/CivicWeb,https://www.islandcountywa.gov/,https://www.islandcountywa.gov/
Jefferson County,County,Jefferson County,https://www.co.jefferson.wa.us/,jeffersoncounty,CivicPlus/CivicWeb,https://www.co.jefferson.wa.us/,https://www.co.jefferson.wa.us/
King County,County,King County,https://kingcounty.gov/,kingcounty,Custom/Unknown,https://kingcounty.gov/,https://kingcounty.gov/en/dept/council/governance-leadership/county-council/councilmembers-districts
Kitsap County,County,Kitsap County,https://www.kitsap.gov/,kitsapcounty,Custom/Unknown,https://www.kitsap.gov/,https://www.kitsap.gov/BOC_p/Pages/default.aspx
Kittitas County,County,Kittitas County,https://www.co.kittitas.wa.us/,kittitascounty,Custom/Unknown,https://www.co.kittitas.wa.us/,https://www.co.kittitas.wa.us/boc/view-meeting-details.aspx?agendaID=12849
Klickitat County,County,Klickitat County,https://www.klickitatcounty.gov/,klickitatcounty,CivicPlus/CivicWeb,https://www.klickitatcounty.gov/,https://www.klickitatcounty.gov/
Lewis County,County,Lewis County,https://lewiscountywa.gov/,lewiscounty,Custom/Unknown,https://lewiscountywa.gov/,https://lewiscountywa.gov/offices/commissioners/bocc-minutes/bocc-meeting-minutes-04282026/
Grant County,County,Grant County,https://www.grantcountywa.gov/,grantcounty,CivicPlus/CivicWeb,https://www.grantcountywa.gov/,https://www.grantcountywa.gov/
Lincoln County,County,Lincoln County,https://www.lincolncountywa.com/,lincolncounty,CivicPlus/CivicWeb,https://www.lincolncountywa.com/,https://www.lincolncountywa.com/
Mason County,County,Mason County,https://www.masoncountywa.gov/,masoncounty,Custom/Unknown,https://www.masoncountywa.gov/,https://www.masoncountywa.gov/government/county_commissioners/agendas_and_minutes.php
Okanogan County,County,Okanogan County,https://www.okanogancounty.org/,okanogancounty,CivicPlus/CivicWeb,https://www.okanogancounty.gov,https://www.okanogancounty.gov
Pacific County,County,Pacific County,https://www.co.pacific.wa.us/,pacificcounty,Custom/Unknown,https://www.co.pacific.wa.us/,https://www.co.pacific.wa.us/commissioner/meeting-documents/2026/index.htm
Pend Oreille County,County,Pend Oreille County,https://www.pendoreille.gov/,pendoreillecounty,Custom/Unknown,https://www.pendoreille.gov/,https://www.pendoreille.gov/meetings/recent
Pierce County,County,Pierce County,https://www.piercecountywa.gov/,piercecounty,Custom/Unknown,https://www.piercecountywa.gov/,Manual Review Required
San Juan County,County,San Juan County,https://www.sanjuancountywa.gov/,sanjuancounty,CivicPlus/CivicWeb,https://www.sanjuancountywa.gov/,https://www.sanjuancountywa.gov/
Skagit County,County,Skagit County,https://www.skagitcounty.net/Departments/Home,skagitcounty,Custom/Unknown,https://www.skagitcounty.net/Departments/Home,https://www.skagitcounty.net/Departments/Home/press/011726.htm
Skamania County,County,Skamania County,https://www.skamaniacounty.org/,skamaniacounty,Custom/Unknown,https://www.skamaniacounty.org/,Manual Review Required
Snohomish County,County,Snohomish County,https://snohomishcountywa.gov/,snohomishcounty,CivicPlus/CivicWeb,https://snohomishcountywa.gov/,https://snohomishcountywa.gov/
Spokane County,County,Spokane County,https://www.spokanecounty.gov/,spokanecounty,CivicPlus/CivicWeb,https://www.spokanecounty.gov/,https://www.spokanecounty.gov/
Stevens County,County,Stevens County,https://www.stevenscountywa.gov/,stevenscounty,Custom/Unknown,https://www.stevenscountywa.gov/,Manual Review Required
Thurston County,County,Thurston County,https://www.thurstoncountywa.gov/,thurstoncounty,Custom/Unknown,https://www.thurstoncountywa.gov/,https://www.thurstoncountywa.gov/departments/board-county-commissioners/board-county-commissioners-board-health-transportation-benefit-district-meeting-information
Walla Walla County,County,Walla Walla County,https://www.wwcowa.gov/,wallawallacounty,MuniCode,https://www.wwcowa.gov/,https://www.wwcowa.gov/
Whatcom County,County,Whatcom County,https://www.whatcomcounty.us/,whatcomcounty,CivicPlus/CivicWeb,https://www.whatcomcounty.us/,https://www.whatcomcounty.us/
Whitman County,County,Whitman County,https://www.whitmancounty.gov/,whitmancounty,CivicPlus/CivicWeb,https://www.whitmancounty.gov/,https://www.whitmancounty.gov/
Yakima County,County,Yakima County,https://www.yakimacounty.us/,yakimacounty,Unreachable,https://www.yakimacounty.us/,None
Ridgefield School District,School,Unknown,,ridgefieldschooldistrict,Pending Probe,,
Eatonville School District #404,School,Unknown,,eatonvilleschooldistrict#404,Pending Probe,,
Sunnyside School District,School,Unknown,,sunnysideschooldistrict,Pending Probe,,
Almira School District,School,Unknown,,almiraschooldistrict,Unknown,None,None
Palisades School District #102,School,Unknown,,palisadesschooldistrict#102,Unknown,None,None
Chewelah School District,School,Unknown,,chewelahschooldistrict,Pending Probe,,
La Center School District,School,Unknown,,lacenterschooldistrict,Unknown,None,None
Montesano School District,School,Unknown,,montesanoschooldistrict,Unknown,None,None
WA School Districts,School,Unknown,,waschooldistricts,Unknown,None,None
Snoqualmie Valley School District,School,Unknown,,snoqualmievalleyschooldistrict,Unknown,None,None
La Conner School District,School,Unknown,,laconnerschooldistrict,Unknown,None,None
WA Ports,Port,Unknown,,waports,Unknown,None,None
Port of Wahkiakum County No. 2,Port,Unknown,,portofwahkiakumcountyno2,Unknown,None,None
Port of Illahee,Port,Kitsap,,portofillahee,Unknown,None,None
Port of Benton,Port,Benton,,portofbenton,Unknown,None,None
Asotin-Anatone School District,School,Unknown,,asotin-anatoneschooldistrict,Pending Probe,,
Yakima School District,School,Unknown,,yakimaschooldistrict,Unknown,None,None
Port of Indianola,Port,Kitsap,,portofindianola,Unknown,None,None
Liberty School District,School,Unknown,,libertyschooldistrict,Unknown,None,None
Toutle Lake School District,School,Unknown,,toutlelakeschooldistrict,Unknown,None,None
Port of Willapa Harbor,Port,Pacific,,portofwillapaharbor,Unknown,None,None
Great Northern School District,School,Unknown,,greatnorthernschooldistrict,Unknown,None,None
Loon Lake School District,School,Unknown,,loonlakeschooldistrict,Unknown,None,None
Port of Kennewick,Port,Benton,,portofkennewick,Unknown,None,None
Auburn School District,School,Unknown,,auburnschooldistrict,Unknown,None,None
Snohomish School District,School,Unknown,,snohomishschooldistrict,Unknown,None,None
Raymond School District,School,Unknown,,raymondschooldistrict,Unknown,None,None
Burlington-Edison School District,School,Unknown,,burlington-edisonschooldistrict,Unknown,None,None
Brewster School District,School,Unknown,,brewsterschooldistrict,Pending Probe,,
Bainbridge Island School District,School,Unknown,,bainbridgeislandschooldistrict,Pending Probe,,
Blaine School District,School,Unknown,,blaineschooldistrict,Unknown,None,None
Port of Grant County No. 7 (Grand Coulee),Port,Unknown,,portofgrantcountyno7(grandcoulee),Unknown,None,None
Orcas Island School District,School,Unknown,,orcasislandschooldistrict,Unknown,None,None
Clover Park School District,School,Unknown,,cloverparkschooldistrict,Unknown,None,None
Kiona-Benton City School District,School,Unknown,,kiona-bentoncityschooldistrict,Unknown,None,None
Anacortes School District,School,Unknown,,anacortesschooldistrict,Unknown,None,None
Port of Seattle,Port,King,,portofseattle,Unknown,None,None
Damman School District,School,Unknown,,dammanschooldistrict,Unknown,None,None
Lake Chelan School District,School,Unknown,,lakechelanschooldistrict,Unknown,None,None
Clarkston School District,School,Unknown,,clarkstonschooldistrict,Unknown,None,None
Port of Ilwaco,Port,Pacific,,portofilwaco,Unknown,None,None
San Juan Island School District,School,Unknown,,sanjuanislandschooldistrict,Unknown,None,None
Colville School District,School,Unknown,,colvilleschooldistrict,Pending Probe,,
Skykomish School District,School,Unknown,,skykomishschooldistrict,Unknown,None,None
Orting School District,School,Unknown,,ortingschooldistrict,Unknown,None,None
Port of Allyn,Port,Mason,,portofallyn,Pending Probe,,
Mount Adams School District #209,School,Unknown,,mountadamsschooldistrict#209,Pending Probe,,
Prescott School District,School,Unknown,,prescottschooldistrict,Unknown,None,None
Curlew School District 50,School,Unknown,,curlewschooldistrict50,Pending Probe,,
Goldendale School District,School,Unknown,,goldendaleschooldistrict,Unknown,None,None
Morton School District,School,Unknown,,mortonschooldistrict,Unknown,None,None
Roosevelt School District,School,Unknown,,rooseveltschooldistrict,Unknown,None,None
Mill A School District,School,Unknown,,millaschooldistrict,Pending Probe,,
North Franklin School District,School,Unknown,,northfranklinschooldistrict,Unknown,None,None
Port of Shelton,Port,Mason,,portofshelton,Pending Probe,,
Port of Whitman County,Port,Unknown,,portofwhitmancounty,Unknown,None,None
Grandview School District,School,Unknown,,grandviewschooldistrict,Unknown,None,None
Pasco School District,School,Unknown,,pascoschooldistrict,Unknown,None,None
Paterson School District,School,Unknown,,patersonschooldistrict,Unknown,None,None
Lake Washington School District,School,Unknown,,lakewashingtonschooldistrict,Unknown,None,None
North Mason School District,School,Unknown,,northmasonschooldistrict,Unknown,None,None
Port of Skamania County,Port,Unknown,,portofskamaniacounty,Unknown,None,None
Tenino School District,School,Unknown,,teninoschooldistrict,Unknown,None,None
Port of Klickitat,Port,Klickitat,,portofklickitat,Unknown,None,None
Okanogan School District,School,Unknown,,okanoganschooldistrict,Unknown,None,None
Sumner-Bonney Lake School District,School,Unknown,,sumner-bonneylakeschooldistrict,Unknown,None,None
Central Valley School District,School,Unknown,,centralvalleyschooldistrict,Unknown,None,None
Port of Silverdale,Port,Kitsap,,portofsilverdale,Unknown,None,None
Cusick School District,School,Unknown,,cusickschooldistrict,Unknown,None,None
Keller School District #3,School,Unknown,,kellerschooldistrict#3,Unknown,None,None
Bickleton School District,School,Unknown,,bickletonschooldistrict,Unknown,None,None
Cape Flattery School District,School,Unknown,,capeflatteryschooldistrict,Pending Probe,,
Port of Garfield,Port,Garfield,,portofgarfield,Unknown,None,None
Washougal School District,School,Unknown,,washougalschooldistrict,Unknown,None,None
Ocosta School District,School,Unknown,,ocostaschooldistrict,Pending Probe,,
White Pass School District,School,Unknown,,whitepassschooldistrict,Unknown,None,None
Granite Falls School District,School,Unknown,,granitefallsschooldistrict,Unknown,None,None
Shelton School District,School,Unknown,,sheltonschooldistrict,Unknown,None,None
Elma School District,School,Unknown,,elmaschooldistrict,Unknown,None,None
Port of Centralia,Port,Lewis,,portofcentralia,Unknown,None,None
Newport School District,School,Unknown,,newportschooldistrict,Unknown,None,None
South Whidbey School District,School,Unknown,,southwhidbeyschooldistrict,Unknown,None,None
Kalama School District,School,Unknown,,kalamaschooldistrict,Pending Probe,,
East Valley School District,School,Unknown,,eastvalleyschooldistrict,Unknown,None,None
University Place School District,School,Unknown,,universityplaceschooldistrict,Pending Probe,,
Mukilteo School District,School,Unknown,,mukilteoschooldistrict,Unknown,None,None
Port of Chinook,Port,Pacific,,portofchinook,Unknown,None,None
Chehalis School District,School,Unknown,,chehalisschooldistrict,Unknown,None,None
White Salmon Valley School District,School,Unknown,,whitesalmonvalleyschooldistrict,Unknown,None,None
Port of Brownsville,Port,Kitsap,,portofbrownsville,Unknown,None,None
Port of Grant County No. 3 (Mattawa),Port,Unknown,,portofgrantcountyno3(mattawa),Unknown,None,None
Prosser School District,School,Unknown,,prosserschooldistrict,Unknown,None,None
Wellpinit School District,School,Unknown,,wellpinitschooldistrict,Unknown,None,None
Lakewood School District,School,Unknown,,lakewoodschooldistrict,Unknown,None,None
Vashon Island School District,School,Unknown,,vashonislandschooldistrict,Unknown,None,None
Quillayute Valley School District 402,School,Unknown,,quillayutevalleyschooldistrict402,Unknown,None,None
Steilacoom Historical School District No. 1,School,Unknown,,steilacoomhistoricalschooldistrictno1,Pending Probe,,
Kettle Falls School District No. 212,School,Unknown,,kettlefallsschooldistrictno212,Unknown,None,None
Wahluke School District,School,Unknown,,wahlukeschooldistrict,Unknown,None,None
Port of Eglon,Port,Kitsap,,portofeglon,Unknown,None,None
Odessa School District,School,Unknown,,odessaschooldistrict,Unknown,None,None
Toledo School District,School,Unknown,,toledoschooldistrict,Unknown,None,None
Nespelem School District #014,School,Unknown,,nespelemschooldistrict#014,Unknown,None,None
Port of Grant County No. 10 (Moses Lake),Port,Unknown,,portofgrantcountyno10(moseslake),Unknown,None,None
Pomeroy School District,School,Unknown,,pomeroyschooldistrict,Unknown,None,None
Port of Wahkiakum County No. 1,Port,Unknown,,portofwahkiakumcountyno1,Unknown,None,None
Port of Mabana,Port,Island,,portofmabana,Unknown,None,None
Northshore School District,School,Unknown,,northshoreschooldistrict,Unknown,None,None
Chimacum School District,School,Unknown,,chimacumschooldistrict,Custom/Unknown,https://www.mapquest.com/us/washington/chimacum-wa-283595835,Manual Review Required
Port of Port Angeles,Port,Clallam,,portofportangeles,Unknown,None,None
Star School District 504,School,Unknown,,starschooldistrict504,Unknown,None,None
Medical Lake School District,School,Unknown,,medicallakeschooldistrict,Pending Probe,,
Port of Woodland,Port,Cowlitz,,portofwoodland,Unknown,None,None
The Stehekin School District,School,Unknown,,thestehekinschooldistrict,Unknown,None,None
Port of Orcas,Port,San Juan,,portoforcas,Unknown,None,None
Tonasket School District,School,Unknown,,tonasketschooldistrict,Unknown,None,None
Port of Grant County No. 6 (Wilson Creek),Port,Unknown,,portofgrantcountyno6(wilsoncreek),Unknown,None,None
Richland School District,School,Unknown,,richlandschooldistrict,Unknown,None,None
Grand Coulee Dam School District,School,Unknown,,grandcouleedamschooldistrict,Pending Probe,,
South Kitsap School District,School,Unknown,,southkitsapschooldistrict,Unknown,None,None
Marysville School District 25,School,Unknown,,marysvilleschooldistrict25,Unknown,None,None
Port of Bellingham,Port,Whatcom,,portofbellingham,Pending Probe,,
Quilcene School District,School,Unknown,,quilceneschooldistrict,Unknown,None,None
Kittitas School District,School,Unknown,,kittitasschooldistrict,Unknown,None,None
Toppenish School District,School,Unknown,,toppenishschooldistrict,Unknown,None,None
Wilson Creek School District,School,Unknown,,wilsoncreekschooldistrict,Unknown,None,None
Port of Camas-Washougal,Port,Clark,,portofcamas-washougal,Unknown,None,None
Reardan-Edwall School District,School,Unknown,,reardan-edwallschooldistrict,Unknown,None,None
Shaw Island School District #10,School,Unknown,,shawislandschooldistrict#10,Unknown,None,None
Orient School District,School,Unknown,,orientschooldistrict,Unknown,None,None
